"f_stop_max","lens_type","f_stop_min","lens_mount","dp_review_link","focal_length","dp_lens_detail_link","year_released","lens_brand","msrp","msrp__002","lens_name"
"F4.5–5.6","Zoom lens","F32–40","Nikon F (FX)","null","80–400 ","https://www.dpreview.com/products/nikon/lenses/nikon_80-400_4p5-5p6d_vr_afs","","Nikon","2,296.95","","Nikon AF-S Nikkor 80-400mm f/4.5-5.6G ED VR"
"F4","Zoom lens","F32","Nikon F (FX)","null","70–200 ","https://www.dpreview.com/products/nikon/lenses/nikkor_70-200_4g_ed_vr","Oct 24, 2012","Nikon","1,396.95","","Nikon AF-S Nikkor 70-200mm f/4G ED VR"
"F2.8","Zoom lens","F22","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-70-200-2p8-vrii-n15","70–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_70-200_2p8_vrii","Jul 30, 2009","Nikon","1,883.73 ","2,249.99","Nikon AF-S Nikkor 70-200mm f/2.8G ED VR II"
"F1.8","Prime lens","F16","Nikon F (FX)","null","50 ","https://www.dpreview.com/products/nikon/lenses/nikon_50_1p8_g_sp_ed","","Nikon","276.95","","Nikon AF-S Nikkor 50mm f/1.8G Special Edition"
"F1.8","Prime lens","F16","Nikon F (FX)","null","50 ","https://www.dpreview.com/products/nikon/lenses/nikon_50_1p8_g","Apr 27, 2011","Nikon","183.99 ","194.00","Nikon AF-S Nikkor 50mm f/1.8G"
"F1.4","Prime lens","F16","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-58mm-f1-4g","58 ","https://www.dpreview.com/products/nikon/lenses/nikon_58_1p4g","Oct 17, 2013","Nikon","1,596.95","","Nikon AF-S Nikkor 58mm f/1.4G"
"F2.8","Zoom lens","F22","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-70-200-2p8-vr-n15","70–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_70-200_2p8_vr","Feb 21, 2002","Nikon","1,199.00","","Nikon AF-S Nikkor 70-200mm f/2.8G ED VR"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","70–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_afs_70-200_2p8e_fl_ed_vr","Oct 19, 2016","Nikon","2,796.95","","Nikon AF-S Nikkor 70-200mm F2.8E FL ED VR"
"F1.8","Prime lens","F16","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-af-s-35mm-f1-8g","35 ","https://www.dpreview.com/products/nikon/lenses/nikon_35_1p8g","","Nikon","526.95","","Nikon AF-S Nikkor 35mm f/1.8G"
"F1.4","Prime lens","F16","Nikon F (FX)","null","35 ","https://www.dpreview.com/products/nikon/lenses/nikon_35_1p4g_afs","Sep 15, 2010","Nikon","1,687.24 ","1,696.95","Nikon AF-S Nikkor 35mm f/1.4G"
"F1.8","Prime lens","F16","Nikon F (FX)","null","28 ","https://www.dpreview.com/products/nikon/lenses/nikon_28_1p8g","Apr 19, 2012","Nikon","596.95","","Nikon AF-S Nikkor 28mm f/1.8G"
"F1.4","Prime lens","F16","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-50-1p4g-n15","50 ","https://www.dpreview.com/products/nikon/lenses/nikon_50_1p4_g","Sep 22, 2008","Nikon","446.95 ","478.78","Nikon AF-S Nikkor 50mm f/1.4G"
"F1.4","Prime lens","F16","Nikon F (FX)","null","24 ","https://www.dpreview.com/products/nikon/lenses/nikon_24_1p4g","","Nikon","","","Nikon AF-S Nikkor 24mm f/1.4G ED"
"F1.4–16","Prime lens","F1.4–16","Nikon F (FX)","null","28 ","https://www.dpreview.com/products/nikon/lenses/nikon_28_1p4e_ed","","Nikon","1,996.95","","Nikon AF-S Nikkor 28mm F1.4E ED"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","28–70 ","https://www.dpreview.com/products/nikon/lenses/nikon_28-70_2p8","","Nikon","","","Nikon AF-S Nikkor 28-70mm f/2.8 ED-IF"
"F4","Zoom lens","F22","Nikon F (FX)","null","24–120 ","https://www.dpreview.com/products/nikon/lenses/nikkor_24-200_4g_ed_vr","Aug 19, 2010","Nikon","581.28 ","1,096.95","Nikon AF-S Nikkor 24-120mm f/4G ED VR"
"F3.5–5.6","Zoom lens","F22–38","Nikon F (FX)","null","28–300 ","https://www.dpreview.com/products/nikon/lenses/nikkor_28-300_3p5-5p6g_ed_vr","Aug 19, 2010","Nikon","946.95 ","1,074.39","Nikon AF-S Nikkor 28-300mm f/3.5-5.6G ED VR"
"F3.5–5.6","Zoom lens","F22","Nikon F (FX)","null","24–120 ","https://www.dpreview.com/products/nikon/lenses/nikon_24-120_3p5-5p6g_vr","Feb 18, 2003","Nikon","848.00","","Nikon AF-S Nikkor 24-120mm f/3.5-5.6G ED-IF VR"
"F3.5–4.5","Zoom lens","F22–29","Nikon F (FX)","null","24–85 ","https://www.dpreview.com/products/nikon/lenses/nikon_24-85_3p5-4p5","Jun 14, 2012","Nikon","496.95","","Nikon AF-S Nikkor 24-85mm F3.5-4.5G ED VR"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","24–70 ","https://www.dpreview.com/products/nikon/lenses/nikon_24-70_2p8g","Aug 23, 2007","Nikon","1,839.95","","Nikon AF-S Nikkor 24-70mm f/2.8G ED"
"F1.8","Prime lens","F16","Nikon F (DX)","null","20 ","https://www.dpreview.com/products/nikon/lenses/nikon_20mm_1p8g_ed","Sep 12, 2014","Nikon","796.95 ","924.39","Nikon AF-S Nikkor 20mm f/1.8G ED"
"F3.5–4.5","Zoom lens","F22–29","Nikon F (FX)","null","18–35 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-35_3p5-4p5","Jan 29, 2013","Nikon","746.95","","Nikon AF-S Nikkor 18-35mm f/3.5-4.5G ED"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","24–70 ","https://www.dpreview.com/products/nikon/lenses/nikon_24-70_2p8e_ed_vr","","Nikon","2,396.93 ","2,446.99","Nikon AF-S Nikkor 24-70mm F2.8E ED VR"
"F1.8","Prime lens","F16","Nikon F (FX)","https://www.dpreview.com/reviews/fast-and-light-nikkor-24mm-f-1-8g-ed-lens-review","24 ","https://www.dpreview.com/products/nikon/lenses/nikon_24_1p8g_ed","","Nikon","722.74 ","746.95","Nikon AF-S Nikkor 24mm F1.8G ED"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","14–24 ","https://www.dpreview.com/products/nikon/lenses/nikon_14-24_2p8g","Aug 21, 2007","Nikon","1,896.95","","Nikon AF-S Nikkor 14-24mm f/2.8G ED"
"F2.8","Prime lens","F32","Nikon F (FX)","null","105 ","https://www.dpreview.com/products/nikon/lenses/nikon_105_2p8g_vr_micro","Feb 21, 2006","Nikon","896.95 ","936.90","Nikon AF-S Micro-Nikkor 105mm f/2.8G IF-ED VR"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","17–35 ","https://www.dpreview.com/products/nikon/lenses/nikon_17-35_2p8d","","Nikon","1,846.31 ","1,951.95","Nikon AF-S Nikkor 17-35mm f/2.8D ED-IF"
"F4","Zoom lens","F22","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-16-35-2p8-vr-n15","16–35 ","https://www.dpreview.com/products/nikon/lenses/nikon_16-35_4_vr","","Nikon","996.95","","Nikon AF-S Nikkor 16-35mm F4G ED VR"
"F4–5.6","Zoom lens","F22","Nikon F (DX)","null","55–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_55-200_4-5p6g_dx","Apr 20, 2005","Nikon","114.99 ","159.00","Nikon AF-S DX Nikkor 55-200mm f/4-5.6G ED"
"F4.5–5.6","Zoom lens","F22–32","Nikon F (DX)","null","55–300 ","https://www.dpreview.com/products/nikon/lenses/nikkor_55-300_4p5-5p6g_ed_vr","Aug 19, 2010","Nikon","229.00","","Nikon AF-S DX Nikkor 55-300mm f/4.5-5.6G ED VR"
"F4–5.6","Zoom lens","F22–32","Nikon F (DX)","null","55–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_55-200_4-5p6_vr_ii","","Nikon","146.95 ","226.00","Nikon AF-S DX Nikkor 55-200mm f/4-5.6G VR II"
"F2.8","Prime lens","F32","Nikon F (FX)","null","60 ","https://www.dpreview.com/products/nikon/lenses/nikon_60_2p8g_micro","Jan 29, 2008","Nikon","596.95 ","662.45","Nikon AF-S Micro-Nikkor 60mm f/2.8G ED"
"F1.8","Prime lens","F22","Nikon F (DX)","https://www.dpreview.com/reviews/nikon-35-1p8g-n15","35 ","https://www.dpreview.com/products/nikon/lenses/nikon_35_1p8","","Nikon","196.95 ","251.54","Nikon AF-S DX Nikkor 35mm F1.8G"
"F4–5.6","Zoom lens","F22–32","Nikon F (DX)","null","55–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_55-200_4-5p6_vrdx","","Nikon","181.08","","Nikon AF-S DX Nikkor 55-200mm f/4-5.6G VR"
"F3.5–6.3","Zoom lens","F22","Nikon F (DX)","null","18–300 ","https://www.dpreview.com/products/nikon/lenses/nikkor_18-300_3p5-6p3g_ed_vr","Apr 10, 2014","Nikon","696.95 ","773.34","Nikon AF-S DX Nikkor 18-300mm F3.5-6.3G ED VR"
"F3.5–5.6","Zoom lens","F22–32","Nikon F (DX)","https://www.dpreview.com/reviews/nikon-af-s-18-300mm-3p5-5p6-vr","18–300 ","https://www.dpreview.com/products/nikon/lenses/nikkor_18-300_3p5-5p6g_ed_vr","Jun 14, 2012","Nikon","996.95","","Nikon AF-S DX Nikkor 18-300mm F3.5-5.6G ED VR"
"F3.5–5.6","Zoom lens","F22–36","Nikon F (DX)","https://www.dpreview.com/reviews/nikon-18-200-3p5-5p6-vr-afs-n15","18–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-200_3p5-5p6_vr_afs","","Nikon","349.00","","Nikon AF-S DX Nikkor 18-200mm f/3.5-5.6G IF-ED VR"
"F3.5–5.6","Zoom lens","F22–38","Nikon F (DX)","null","18–135 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-135_3p5-5p6g_ifdx","","Nikon","330.00","","Nikon AF-S DX Nikkor 18-135mm f/3.5-5.6G ED-IF"
"F3.5–5.6","Zoom lens","F22–38","Nikon F (DX)","null","18–140 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-140_3p5-5p6g_vrdx","","Nikon","526.71","","Nikon AF-S DX Nikkor 18-140mm f/3.5-5.6G ED VR"
"F3.5–5.6","Zoom lens","F22–36","Nikon F (DX)","https://www.dpreview.com/reviews/nikon-18-55-3p5-5p6-vr-n15","18–55 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-55_3p5-5p6_vr","Nov 20, 2007","Nikon","189.00","","Nikon AF-S DX Nikkor 18-55mm f/3.5-5.6G VR"
"F3.5–5.6","Zoom lens","F22–36","Nikon F (DX)","null","18–55 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-55_3p5-5p6_vr_ii","","Nikon","151.09 ","246.95","Nikon AF-S DX Nikkor 18-55mm f/3.5-5.6G VR II"
"F3.5–4.5","Zoom lens","F22–29","Nikon F (DX)","null","18–70 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-70_3p5-4p5g_ifdx","Jan 28, 2004","Nikon","","","Nikon AF-S DX Nikkor 18-70mm f/3.5-4.5G ED-IF"
"F3.5–5.6","Zoom lens","F22–36","Nikon F (DX)","null","18–105 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-105_3p5-5p6g_vrdx","Aug 27, 2008","Nikon","396.95","","Nikon AF-S DX Nikkor 18-105mm f/3.5-5.6G ED VR"
"F3.5–5.6","Zoom lens","F22–36","Nikon F (DX)","null","18–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-200_3p5-5p6_vr_afs_ii","Jul 30, 2009","Nikon","646.95 ","786.90","Nikon AF-S DX Nikkor 18-200mm f/3.5-5.6G ED VR II"
"F3.5–5.6","Zoom lens","F22–38","Nikon F (DX)","null","18–55 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-55_3p5-5p6_gii_dx","Nov 16, 2006","Nikon","199.00","","Nikon AF-S DX Nikkor 18-55mm f/3.5-5.6G II"
"F2.8","Zoom lens","F22","Nikon F (DX)","null","17–55 ","https://www.dpreview.com/products/nikon/lenses/nikon_17-55_2p8g_dx","Jul 22, 2003","Nikon","1,496.95","","Nikon AF-S DX Nikkor 17-55mm f/2.8G ED-IF"
"F2.8","Prime lens","F22","Nikon F (DX)","null","40 ","https://www.dpreview.com/products/nikon/lenses/nikon_40_2p8","Jul 12, 2011","Nikon","276.95 ","331.54","Nikon AF-S DX Micro Nikkor 40mm F2.8"
"F3.5–5.6","Zoom lens","F22–36","Nikon F (DX)","null","16–85 ","https://www.dpreview.com/products/nikon/lenses/nikon_16-85_3p5-5p6g_vrdx","Jan 29, 2008","Nikon","696.95","","Nikon AF-S DX Nikkor 16-85mm f/3.5-5.6G ED VR"
"F4","Zoom lens","F22","Nikon F (DX)","null","12–24 ","https://www.dpreview.com/products/nikon/lenses/nikon_12-24_4_ifdx","Feb 18, 2003","Nikon","1,146.95","","Nikon AF-S DX Nikkor 12-24mm f/4G ED-IF"
"F3.5","Prime lens","F32","Nikon F (DX)","null","85 ","https://www.dpreview.com/products/nikon/lenses/nikon_85_3p5g_vrdx","Oct 14, 2009","Nikon","526.95","","Nikon AF-S DX Micro-Nikkor 85mm f/3.5G ED VR"
"F3.5–4.5","Zoom lens","F22–29","Nikon F (DX)","null","10–24 ","https://www.dpreview.com/products/nikon/lenses/nikon_10-24_3p5-4p5g_dx","Apr 14, 2009","Nikon","796.95 ","924.39","Nikon AF-S DX Nikkor 10-24mm f/3-5-4.5G ED"
"F2.8–4","Zoom lens","F22–32","Nikon F (DX)","null","16–80 ","https://www.dpreview.com/products/nikon/lenses/nikon_16-80_2p8-4e_ed_vr","","Nikon","1,066.95","","Nikon AF-S DX Nikkor 16-80mm F2.8-4E ED VR"
"F4.5–6.3","Zoom lens","F32","Nikon F (DX)","null","70–300 ","https://www.dpreview.com/products/nikon/lenses/nikon_af-p_70-300_4p5-6p3_ed_vr","Aug 17, 2016","Nikon","396.95","","Nikon AF-P DX Nikkor 70-300mm F4.5-6.3G VR"
"F4.5–32","Zoom lens","F5.6–40","Nikon F (FX)","null","70–300 ","https://www.dpreview.com/products/nikon/lenses/nikon_af-p_70-300_4p5-5p6e_ed_vr","","Nikon","746.95","","Nikon AF-P Nikkor 70-300mm F4.5-5.6E ED VR"
"F4.5–6.3","Zoom lens","F32","Nikon F (DX)","null","70–300 ","https://www.dpreview.com/products/nikon/lenses/nikon_af-p_70-300_4p5-6p3_ed","Aug 17, 2016","Nikon","346.95","","Nikon AF-P DX Nikkor 70-300mm F4.5-6.3G"
"F2.8","Zoom lens","F22","Nikon F (FX)","null","80–200 ","https://www.dpreview.com/products/nikon/lenses/nikon_80-200_2p8d","","Nikon","","","Nikon AF-Nikkor 80-200mm f/2.8D ED"
"F2.8","Prime lens","F22","Nikon F (FX)","null","180 ","https://www.dpreview.com/products/nikon/lenses/nikon_180_2p8d","","Nikon","1,001.95","","Nikon AF Nikkor 180mm f/2.8D ED-IF"
"F4.5–5.6","Zoom lens","F29","Nikon F (DX)","null","10–20 ","https://www.dpreview.com/products/nikon/lenses/nikon_10-20_4p5-5p6g_vr","","Nikon","306.95","","Nikon AF-P DX Nikkor 10-20mm F4.5-5.6G VR"
"F2","Prime lens","F16","Nikon F (FX)","null","105 ","https://www.dpreview.com/products/nikon/lenses/nikon_105_2d_dc","","Nikon","1,185.00","","Nikon AF Nikkor 105mm f/2D DC"
"F2","Prime lens","F16","Nikon F (FX)","null","135 ","https://www.dpreview.com/products/nikon/lenses/nikon_135_2d_dc","","Nikon","1,391.95","","Nikon AF Nikkor 135mm f/2D DC"
"F3.5–5.6","Zoom lens","F22–38","Nikon F (DX)","null","18–55 ","https://www.dpreview.com/products/nikon/lenses/nikon_af-p_18-55_3p5-5p6_vr","","Nikon","246.95","","Nikon AF-P DX Nikkor 18-55mm F3.5-5.6G VR"
"F3.5–5.6","Zoom lens","F22–38","Nikon F (DX)","null","18–55 ","https://www.dpreview.com/products/nikon/lenses/nikon_af-p_18-55_3p5-5p6","","Nikon","","","Nikon AF-P DX Nikkor 18-55mm F3.5-5.6G"
"F1.8","Prime lens","F16","Nikon F (FX)","null","85 ","https://www.dpreview.com/products/nikon/lenses/nikon_85_1p8d","","Nikon","","","Nikon AF Nikkor 85mm f/1.8D"
"F1.4","Prime lens","F16","Nikon F (FX)","null","85 ","https://www.dpreview.com/products/nikon/lenses/nikon_85_1p4d","","Nikon","1,546.95","","Nikon AF Nikkor 85mm f/1.4D"
"F4.5–5.6","Zoom lens","F32","Nikon F (FX)","null","80–400 ","https://www.dpreview.com/products/nikon/lenses/nikon_80-400_4p5-5p6d_vr","","Nikon","1,619.99","","Nikon AF Nikkor 80-400mm f/4.5-5.6D ED VR"
"F2","Prime lens","F22","Nikon F (FX)","null","35 ","https://www.dpreview.com/products/nikon/lenses/nikon_35_2d","","Nikon","370.53 ","386.95","Nikon AF Nikkor 35mm f/2D"
"F2.8","Prime lens","F22","Nikon F (FX)","null","28 ","https://www.dpreview.com/products/nikon/lenses/nikon_28_2p8d","","Nikon","286.95","","Nikon AF Nikkor 28mm f/2.8D"
"F1.8","Prime lens","F22","Nikon F (FX)","null","50 ","https://www.dpreview.com/products/nikon/lenses/nikon_50_1p8","","Nikon","131.95","","Nikon AF Nikkor 50mm f/1.8D"
"F2.8","Prime lens","F22","Nikon F (FX)","null","24 ","https://www.dpreview.com/products/nikon/lenses/nikon_24_2p8d","","Nikon","391.95","","Nikon AF Nikkor 24mm f/2.8D"
"F2.8–4","Zoom lens","F22","Nikon F (FX)","null","24–85 ","https://www.dpreview.com/products/nikon/lenses/nikon_24-85_2p8-4d","Aug 29, 2000","Nikon","741.95","","Nikon AF Nikkor 24-85mm f/2.8-4D IF"
"F4–5.6","Zoom lens","F32–45","Nikon F (FX)","null","70–300 ","https://www.dpreview.com/products/nikon/lenses/nikon_70-300_4-5p6g","Aug 29, 2000","Nikon","169.95 ","529.00","Nikon AF Nikkor 70-300mm f/4-5.6G"
"F1.4","Prime lens","F16","Nikon F (FX)","https://www.dpreview.com/reviews/nikon-50-1p4-n15","50 ","https://www.dpreview.com/products/nikon/lenses/nikon_50_1p4","","Nikon","334.00","","Nikon AF Nikkor 50mm f/1.4D"
"F2.8","Prime lens","F22","Nikon F (FX)","null","14 ","https://www.dpreview.com/products/nikon/lenses/nikon_14_2p8d","","Nikon","1,891.95 ","2,242.16","Nikon AF Nikkor 14mm f/2.8D ED"
"F2.8","Prime lens","F22","Nikon F (FX)","null","20 ","https://www.dpreview.com/products/nikon/lenses/nikon_20_2p8d","","Nikon","621.95","","Nikon AF Nikkor 20mm f/2.8D"
"F3.5–4.5","Zoom lens","F22","Nikon F (FX)","null","18–35 ","https://www.dpreview.com/products/nikon/lenses/nikon_18-35_3p5-4p5d","Aug 29, 2000","Nikon","630.21","","Nikon AF Nikkor 18-35mm f/3.5-4.5D IF ED"
"F4","Prime lens","F32","Nikon F (FX)","null","200 ","https://www.dpreview.com/products/nikon/lenses/nikon_200_4d_micro","","Nikon","1,791.95","","Nikon AF Micro-Nikkor 200mm f/4D ED-IF"
"F2.8","Prime lens","F32","Nikon F (FX)","null","60 ","https://www.dpreview.com/products/nikon/lenses/nikon_60_2p8d_micro","","Nikon","516.95","","Nikon AF Micro-Nikkor 60mm f/2.8D"
"F4.5–5.6","Zoom lens","F16","Nikon 1","null","70–300 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_70-300","Mar 13, 2014","Nikon","996.95","","Nikon 1 Nikkor VR 70-300mm f/4.5-5.6"
"F3.5–5.6","Zoom lens","F16","Nikon 1","null","10–30 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_10-30_vr","Sep 21, 2011","Nikon","","","Nikon 1 Nikkor VR 10-30mm f/3.5-5.6"
"F3.8–5.6","Zoom lens","F16","Nikon 1","null","30–110 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_30-110_vr","Sep 21, 2011","Nikon","","","Nikon 1 Nikkor VR 30-110mm f/3.8-5.6"
"F4–5.6","Zoom lens","F16","Nikon 1","null","10–100 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_10-100","","Nikon","546.95","","Nikon 1 Nikkor VR 10-100mm f/4.5-5.6"
"F2.8","Prime lens","F22","Nikon F (DX)","null","11 ","https://www.dpreview.com/products/nikon/lenses/nikon_10p5_2p8g_dx_fe","Jul 22, 2003","Nikon","691.58 ","771.93","Nikon AF DX Fisheye-Nikkor 10.5mm f/2.8G ED"
"F2.8","Prime lens","F22","Nikon F (FX)","null","16 ","https://www.dpreview.com/products/nikon/lenses/nikon_16_2p8d_fe","","Nikon","","","Nikon AF Fisheye-Nikkor 16mm f/2.8D"
"F4.5–5.6","Zoom lens","F16","Nikon 1","null","10–100 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_10-100_vr_pd","Sep 21, 2011","Nikon","372.19 ","650.00","Nikon 1 Nikkor VR 10-100mm f/4.5-5.6 PD-Zoom"
"F3.5–5.6","Zoom lens","F16","Nikon 1","null","10–30 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_10-30_pd","Mar 13, 2014","Nikon","346.95","","Nikon 1 Nikkor VR 10-30mm f/3.5-5.6 PD-Zoom"
"F3.5–5.6","Zoom lens","F16","Nikon 1","null","7–13 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_6p7-13","","Nikon","675.52","","Nikon 1 Nikkor VR 6.7-13mm f/3.5-5.6"
"F3.5–5.6","Zoom lens","F16","Nikon 1","null","11–28 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_aw_11-27p5_3p5-5p6","Sep 19, 2013","Nikon","","","Nikon 1 Nikkor AW 11-27.5mm f/3.5-5.6"
"F1.2","Prime lens","F16","Nikon 1","null","32 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_32","May 14, 2013","Nikon","","","Nikon 1 Nikkor 32mm f/1.2"
"F2.8","Prime lens","F11","Nikon 1","null","10 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_aw_10_2p8","Sep 19, 2013","Nikon","364.95","","Nikon 1 Nikkor AW 10mm f/2.8"
"F3.5–5.6","Zoom lens","F16","Nikon 1","null","11–28 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_11-27p5","","Nikon","","","Nikon 1 Nikkor 11-27.5mm f/3.5-5.6"
"F1.8","Prime lens","F11","Nikon 1","null","19 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_18p5","Sep 13, 2012","Nikon","186.95","","Nikon 1 Nikkor 18.5mm f/1.8"
"F1.4","Prime lens","F22","Sony/Minolta Alpha","null","50 ","https://www.dpreview.com/products/konicaminolta/lenses/minolta_50_1p4","","Konica Minolta","","","Minolta 50mm F1.4 RS"
"F2.8","Prime lens","F11","Nikon 1","null","10 ","https://www.dpreview.com/products/nikon/lenses/nikon_1_10","Sep 21, 2011","Nikon","","","Nikon 1 Nikkor 10mm f/2.8"
"F4","Prime lens","F32","Nikon F (FX)","null","300 ","https://www.dpreview.com/products/nikon/lenses/nikon_300mm_f4_pf_ed_vr","","Nikon","1,996.95","","Nikkor AF-S 300mm f/4E PF ED VR"
"F1.6","Prime lens","F16","Canon EF, Fujifilm X, Micro Four Thirds, Nikon F (FX), Pentax KAF3, Samsung NX, Sony/Minolta Alpha, Sony E","null","56 ","https://www.dpreview.com/products/lensbaby/lenses/lensbaby_velvet56","","Lensbaby","448.95 ","588.61","Lensbaby Velvet 56"
"","","","","null","","https://www.dpreview.com/products/lensbaby/lenses/lensbaby_spark","","Lensbaby","74.99 ","88.00","Lensbaby Spark"
"F2.5","Prime lens","","Canon EF, Micro Four Thirds, Nikon F (FX), Pentax KAF2, Samsung NX, Sony/Minolta Alpha, Sony E","https://www.dpreview.com/reviews/lensbaby-composerpro-sweet35","35 ","https://www.dpreview.com/products/lensbaby/lenses/lensbaby_composer_pro_sweet_35","","Lensbaby","288.14 ","379.95","Lensbaby Composer Pro with Sweet 35 Optic"
